N,P,K,Temperature,Rainfall,pH,Humidity,Soil_Type,Agro_Zone,Irrigation,Season,Crop,District
124.5,68.7,101.3,32.3,920.8,6.51,65.3,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Capsicum,Monaragala
180.0,65.0,103.0,16.1,1615.8,5.3,76.6,Clay Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Badulla
119.0,88.0,109.0,28.2,187.0,6.2,62.0,Sandy Loam,Intermediate Zone,Irrigated,Maha,Pathola (Snake Gourd),Nuwara Eliya
105.5,98.8,105.5,28.1,1971.8,6.93,74.2,Loam,Low Country Wet Zone,Irrigated,Maha,Bitter Gourd,Kalutara
152.0,43.0,117.0,19.0,1481.8,6.0,81.8,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Potato,Nuwara Eliya
136.0,81.0,107.0,23.6,1074.3,6.3,66.4,Reddish-Brown Earth,Mid Country Intermediate Zone,Irrigated,Maha,Potato,Matale
66.0,41.0,29.0,29.8,475.3,7.2,63.3,Clay Loam,Dry Zone,Irrigated,Yala,Sorghum,Anuradhapura
149.9,68.3,126.2,28.0,825.7,6.23,65.2,Clay Loam,Low Country Dry Zone,Irrigated,Yala,Cauliflower (Gowa),Monaragala
45.0,27.3,30.0,31.5,1184.1,6.1,74.7,Sandy Clay Loam,Low Country Intermediate Zone,Rainfed,Maha,Cowpea,Kurunegala
128.0,102.0,116.0,30.9,567.7,7.7,50.3,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Monaragala
90.4,51.2,83.7,29.7,672.6,5.97,56.6,Reddish-Brown Earth,Dry Zone,Rainfed,Yala,Capsicum,Anuradhapura
69.0,51.0,32.0,27.7,717.9,7.1,66.7,Clay Loam,Intermediate Zone,Rainfed,Maha,Sorghum,Monaragala
153.0,55.0,33.0,27.8,1114.1,6.28,69.5,Alluvial,Intermediate Zone,Irrigated,Yala,Maize,Puttalam
134.8,53.1,103.1,32.8,1158.1,6.9,66.0,Regosol,Dry Zone,Supplemental,Maha,Okra,Polonnaruwa
138.2,70.4,116.5,27.1,2328.9,6.58,90.1,Clay Loam,Low Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Kalutara
141.3,43.8,133.3,28.4,959.7,6.33,72.1,Sandy Loam,Low Country Dry Zone,Irrigated,Maha,Cauliflower (Gowa),Jaffna
33.0,34.0,44.0,30.0,926.7,7.4,62.6,Sandy Loam,Dry Zone,Supplemental,Maha,Mung Bean,Monaragala
28.0,42.0,49.0,26.7,1105.7,6.5,66.9,Non-Calcic Brown Earth,Intermediate Zone,Rainfed,Maha,Mung Bean,Matara
55.0,46.0,161.0,26.9,2037.8,5.5,82.3,Light Sandy Loam,Low Country Wet Zone,Supplemental,Maha,Innala,Ratnapura
167.9,102.8,147.9,23.4,1463.2,5.55,76.0,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Kohlrabi (Nokol),Badulla
74.0,47.0,31.0,29.8,530.6,6.1,57.8,Loam,Dry Zone,Irrigated,Yala,Sorghum,Mullaitivu
42.0,30.0,44.0,25.5,466.7,6.6,56.2,Sandy Loam,Northern Dry Zone,Supplemental,Maha,Pigeon Pea,Anuradhapura
83.0,58.0,65.0,29.9,947.4,6.8,85.1,Sandy Loam,Intermediate Zone,Irrigated,Maha,Pumpkin,Matale
64.0,21.0,35.0,28.3,1100.2,6.4,69.7,Sandy Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cowpea,Kurunegala
25.0,51.0,35.0,28.3,828.3,6.9,54.4,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Mung Bean,Kilinochchi
105.0,78.0,102.0,29.2,53.0,5.8,75.0,Sandy Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Polonnaruwa
106.9,60.5,98.4,23.2,707.6,6.03,73.2,Sandy Loam,Dry Zone,Irrigated,Maha,Capsicum,Polonnaruwa
114.0,77.0,90.0,31.4,459.9,6.4,63.0,Alluvial,Dry Zone,Irrigated,Yala,Big Onion,Mullaitivu
30.0,35.5,34.0,25.7,1265.6,6.2,71.8,Well Drained Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Matara
110.0,93.0,96.0,30.7,121.0,6.6,56.0,Loam,Dry Zone,Irrigated,Maha,Pathola (Snake Gourd),Trincomalee
185.0,102.0,161.0,17.1,1639.9,5.8,76.6,Clay Loam,Up Country Intermediate Zone,Irrigated,Year-round,Leeks,Badulla
84.0,49.0,156.0,30.0,1207.0,5.4,53.0,Loam,Dry Zone,Rainfed,Maha,Cassava,Mullaitivu
50.0,95.0,52.0,24.2,2394.0,7.0,88.2,Sandy Soil,Low Country Wet Zone,Supplemental,Maha,Winged Bean (Dambala),Colombo
57.3,39.4,157.6,22.1,1097.9,6.5,70.9,Reddish-Brown Earth,Up Country Intermediate Zone,Supplemental,Yala,Beetroot,Badulla
77.0,63.0,60.0,28.2,1723.3,6.0,84.0,Loamy Sand,Intermediate Zone,Rainfed,Maha,Red Onion,Nuwara Eliya
189.0,79.0,135.0,18.5,2133.9,5.5,85.8,Silt Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Badulla
41.0,63.0,57.0,23.4,1484.0,6.5,74.7,Sandy Soil,Up Country Intermediate Zone,Irrigated,Yala,Winged Bean (Dambala),Matale
17.0,32.0,43.0,27.3,475.7,8.1,63.4,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Pigeon Pea,Mullaitivu
60.0,93.0,134.0,28.3,467.6,6.7,64.9,Alluvial,Dry Zone,Irrigated,Yala,Big Onion,Batticaloa
86.0,51.0,87.0,29.2,954.2,6.7,72.8,Clay Loam,Northern Dry Zone,Irrigated,Yala,Red Onion,Vavuniya
44.0,61.0,59.0,22.0,660.1,6.6,75.8,Red-Yellow Latosol,Dry Zone,Rainfed,Maha,Pigeon Pea,Batticaloa
103.0,76.0,70.0,30.2,1328.4,6.6,64.6,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Radish,Matale
72.8,36.4,169.5,21.9,1588.6,7.2,83.7,Loam,Mid Country Intermediate Zone,Irrigated,Maha,Beetroot,Kurunegala
68.0,43.0,138.0,31.4,412.9,7.4,62.5,Regosol,Intermediate Zone,Irrigated,Yala,Big Onion,Badulla
195.0,74.0,122.0,18.3,1777.9,5.6,79.3,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Badulla
87.0,83.7,77.9,32.8,754.5,5.9,56.4,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Anuradhapura
114.0,69.0,100.0,23.5,892.9,5.9,65.6,Reddish-Brown Earth,Mid Country Intermediate Zone,Irrigated,Yala,Potato,Matale
168.0,124.0,104.7,28.6,1697.9,5.5,83.0,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Year-round,Kiri Ala,Galle
89.0,34.0,165.0,32.3,859.1,5.9,59.8,Light Sandy Loam,Dry Zone,Supplemental,Maha,Innala,Jaffna
34.0,32.0,52.0,26.6,885.8,7.0,64.2,Alluvial,Low Country Intermediate Zone,Irrigated,Yala,Mung Bean,Matara
157.0,74.0,148.0,15.1,1864.5,5.3,86.2,Sandy Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Badulla
59.2,41.1,53.3,29.0,906.6,6.4,74.1,Reddish-Brown Earth,Low Country Intermediate Zone,Irrigated,Yala,Soybean,Matale
101.9,65.8,88.8,19.7,2010.6,6.34,84.1,Silt Loam,Mid Country Wet Zone,Rainfed,Maha,Cauliflower (Gowa),Kegalle
51.0,23.7,58.0,26.9,1657.0,6.2,79.1,Loam,Low Country Wet Zone,Irrigated,Maha,Cowpea,Galle
110.0,93.0,89.0,28.0,905.4,6.2,75.9,Clay Loam,Dry Zone,Irrigated,Yala,Sweet Corn,Polonnaruwa
110.0,41.1,114.4,27.9,1348.9,6.6,66.4,Immature Brown Loam,Intermediate Zone,Rainfed,Maha,Okra,Badulla
35.0,34.0,73.0,31.6,705.2,6.6,61.7,Loamy Sand,Low Country Dry Zone,Supplemental,Maha,Mung Bean,Ampara
86.7,103.1,100.4,28.2,1123.5,7.14,65.2,Red-Yellow Podzolic,Low Country Intermediate Zone,Supplemental,Year-round,Bitter Gourd,Monaragala
85.6,32.5,199.8,24.4,2850.8,6.9,81.7,Alluvial Loam,Low Country Wet Zone,Supplemental,Yala,Beetroot,Ratnapura
128.5,51.6,61.1,27.3,987.3,6.15,79.4,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Maha,Capsicum,Kandy
101.0,108.0,119.0,28.8,95.0,5.7,61.0,Sandy Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Kilinochchi
101.5,104.5,99.9,25.3,1570.4,6.58,82.5,Silt Loam,Low Country Wet Zone,Irrigated,Yala,Bitter Gourd,Colombo
74.0,49.0,24.0,27.9,617.6,6.6,69.6,Clay Loam,Intermediate Zone,Irrigated,Yala,Sunflower,Matale
154.0,89.0,113.0,21.2,1719.0,5.9,69.3,Silt Loam,Mid Country Wet Zone,Irrigated,Yala,Leeks,Ratnapura
143.0,63.0,121.0,19.4,1167.5,6.1,75.2,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Maha,Potato,Matale
76.0,51.0,29.0,30.8,457.2,6.8,58.2,Alluvial,Intermediate Zone,Irrigated,Yala,Sunflower,Kurunegala
95.6,35.3,182.3,21.4,1380.3,7.2,84.1,Sandy Loam,Up Country Intermediate Zone,Supplemental,Maha,Beetroot,Matale
108.9,79.5,119.1,28.5,1480.5,6.37,70.5,Silt Loam,Low Country Intermediate Zone,Supplemental,Year-round,Bitter Gourd,Matale
174.0,44.0,134.0,20.8,1213.6,6.3,67.7,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Yala,Potato,Matale
41.0,27.4,38.0,31.7,1571.6,6.5,75.5,Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Monaragala
67.0,43.0,111.0,29.0,543.3,6.9,50.4,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Ampara
114.5,72.1,99.9,24.1,1094.6,6.87,76.3,Loam,Up Country Intermediate Zone,Rainfed,Maha,Tomato,Badulla
139.0,49.0,115.0,27.9,866.3,6.4,67.9,Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Hambantota
38.0,37.0,25.0,29.1,854.8,6.8,71.1,Clay Loam,Intermediate Zone,Supplemental,Yala,Mung Bean,Matale
83.0,49.0,42.0,29.2,523.4,6.7,56.7,Sandy Loam,Dry Zone,Irrigated,Maha,Sorghum,Polonnaruwa
124.0,86.0,129.0,19.2,1242.2,6.8,73.3,Humic Gley,Up Country Wet Zone,Irrigated,Yala,Carrot,Nuwara Eliya
48.0,29.4,30.0,30.4,1033.7,6.7,73.6,Well Drained Loam,Low Country Dry Zone,Irrigated,Maha,Cowpea,Mannar
82.0,45.0,28.0,28.9,711.1,7.4,57.7,Alluvial,Dry Zone,Irrigated,Maha,Sunflower,Puttalam
41.0,24.0,108.0,29.0,1264.0,6.0,68.0,Reddish-Brown Earth,Dry Zone,Supplemental,Maha,Cassava,Polonnaruwa
110.9,62.1,64.1,25.8,963.8,7.3,64.0,Immature Brown Loam,Intermediate Zone,Supplemental,Yala,Okra,Matara
106.0,43.0,102.0,32.6,589.2,7.6,67.5,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Jaffna
58.0,41.0,45.0,26.4,962.3,6.6,77.9,Red Loam,Northern Dry Zone,Irrigated,Maha,Red Onion,Vavuniya
143.0,133.0,114.0,30.5,1407.1,6.43,66.8,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Kiri Ala,Trincomalee
61.0,52.0,100.0,28.7,546.7,6.3,62.4,Loam,Dry Zone,Supplemental,Yala,Pumpkin,Kilinochchi
159.4,106.9,156.9,20.6,1013.9,5.46,69.0,Well Drained Loam,Up Country Intermediate Zone,Rainfed,Year-round,Kohlrabi (Nokol),Nuwara Eliya
80.0,36.0,127.0,27.0,1498.0,6.0,85.0,Alluvial Loam,Low Country Wet Zone,Supplemental,Yala,Cassava,Colombo
59.0,29.0,115.0,25.7,1671.0,5.0,86.0,Lateritic Loam,Low Country Wet Zone,Rainfed,Yala,Cassava,Kalutara
175.0,81.0,140.0,22.7,1126.3,5.8,74.0,Clay Loam,Mid Country Intermediate Zone,Irrigated,Yala,Leeks,Matale
86.0,86.0,96.0,27.2,244.0,6.5,69.0,Loam,Low Country Wet Zone,Irrigated,Maha,Pathola (Snake Gourd),Kalutara
140.2,46.4,78.8,32.8,1043.0,6.0,73.7,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Chilli,Kilinochchi
142.9,56.0,90.8,26.4,787.6,6.34,72.0,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Yala,Cabbage,Galle
151.0,131.0,112.2,26.3,1524.7,6.27,86.8,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Year-round,Kiri Ala,Kalutara
187.0,92.0,104.0,20.8,1196.8,5.8,79.1,Sandy Loam,Up Country Intermediate Zone,Irrigated,Yala,Leeks,Matale
106.6,60.5,84.7,22.0,1447.9,6.57,79.0,Mountain Regosol,Up Country Intermediate Zone,Supplemental,Yala,Tomato,Nuwara Eliya
142.7,98.7,88.8,22.1,1032.9,7.09,63.9,Sandy Loam,Intermediate Zone,Rainfed,Maha,Tomato,Badulla
146.8,58.8,108.8,28.5,1787.9,6.37,94.9,Silt Loam,Low Country Wet Zone,Rainfed,Yala,Cauliflower (Gowa),Ratnapura
139.0,74.0,85.0,30.0,959.5,6.3,63.6,Sandy Loam,Dry Zone,Rainfed,Yala,Sweet Corn,Trincomalee
118.9,71.5,93.9,31.0,2532.1,6.44,83.5,Clay Loam,Low Country Wet Zone,Irrigated,Yala,Cauliflower (Gowa),Kalutara
88.0,104.0,52.0,27.8,769.9,6.03,62.4,Deep Loam,Dry Zone,Irrigated,Maha,Maize,Ampara
113.0,57.0,52.0,24.4,899.8,6.0,79.2,Fertile Loam,Dry Zone,Supplemental,Maha,Kurakkan,Trincomalee
103.0,107.0,97.0,27.9,562.3,6.9,62.2,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Vavuniya
97.0,79.0,31.0,26.8,979.9,6.92,70.0,Alluvial,Intermediate Zone,Irrigated,Maha,Maize,Puttalam
129.0,33.0,170.0,29.6,2111.4,6.5,81.5,Loam,Low Country Wet Zone,Supplemental,Yala,Luffa,Galle
97.0,67.0,83.0,28.4,2192.5,6.9,87.7,Immature Brown Loam,Low Country Wet Zone,Rainfed,Year-round,Radish,Ratnapura
79.0,44.0,56.0,27.9,1688.2,6.6,82.1,Loamy Sand,Intermediate Zone,Rainfed,Yala,Red Onion,Matale
92.0,60.0,57.0,24.6,2052.1,6.5,81.9,Low-Humic Gley,Low Country Wet Zone,Supplemental,Yala,Radish,Colombo
57.0,36.0,125.0,28.6,1208.0,5.3,70.0,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Cassava,Puttalam
165.5,111.2,136.3,23.1,1341.6,5.58,83.9,Organic-Rich Loam,Up Country Wet Zone,Rainfed,Yala,Kohlrabi (Nokol),Badulla
124.0,69.0,149.0,18.4,1913.2,5.9,77.1,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Badulla
85.0,49.0,31.0,30.2,382.6,6.4,50.5,Clay Loam,Dry Zone,Irrigated,Yala,Sunflower,Vavuniya
97.9,63.4,68.3,28.5,810.2,5.77,71.2,Sandy Loam,Dry Zone,Supplemental,Maha,Capsicum,Monaragala
101.0,92.0,137.0,29.2,78.0,6.8,69.0,Sandy Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Anuradhapura
119.7,72.8,84.4,23.9,1800.0,6.29,84.5,Loam,Low Country Wet Zone,Rainfed,Yala,Tomato,Galle
48.8,34.8,40.2,29.2,559.6,6.09,82.0,Non-Calcic Brown Earth,Low Country Intermediate Zone,Irrigated,Yala,Soybean,Puttalam
39.0,57.0,60.0,31.2,1822.0,6.1,73.7,Clay Loam,Intermediate Zone,Supplemental,Maha,Winged Bean (Dambala),Monaragala
121.0,80.0,130.0,28.5,2803.6,6.0,85.9,Lateritic Soil,Low Country Wet Zone,Rainfed,Maha,Carrot,Galle
153.5,69.2,157.6,29.0,1042.6,6.7,71.7,Loam,Intermediate Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Matara
104.6,82.1,105.3,28.4,2863.3,6.53,83.5,Silt Loam,Low Country Wet Zone,Rainfed,Maha,Cauliflower (Gowa),Ratnapura
126.5,67.5,61.4,32.8,959.2,5.9,70.4,Deep Sandy Loam,Dry Zone,Irrigated,Maha,Chilli,Trincomalee
166.1,45.0,159.8,23.8,923.8,6.76,62.0,Alluvial,Low Country Wet Zone,Irrigated,Yala,Cabbage,Ratnapura
90.0,59.0,69.0,27.4,513.0,7.6,76.5,Red Loam,Dry Zone,Rainfed,Yala,Kurakkan,Matale
168.0,141.0,108.2,28.7,1451.3,6.17,77.5,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Kiri Ala,Matara
105.0,99.0,128.0,29.9,443.3,6.7,50.4,Alluvial,Dry Zone,Irrigated,Yala,Big Onion,Kilinochchi
34.5,32.2,49.7,26.0,720.2,6.5,56.3,Alluvial,Intermediate Zone,Irrigated,Yala,Soybean,Matara
110.0,90.0,83.0,25.1,945.7,6.6,59.9,Regosol,Dry Zone,Irrigated,Maha,Carrot,Anuradhapura
45.0,50.0,55.0,21.2,569.7,7.8,62.4,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Pigeon Pea,Kandy
132.0,69.8,79.7,25.6,2316.2,5.88,88.2,Loam,Low Country Wet Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Kalutara
99.6,61.6,65.5,28.1,1220.6,6.81,75.6,Clay Loam,Low Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Matale
172.2,50.5,144.3,20.3,1027.7,6.02,69.8,Red-Yellow Podzolic,Up Country Wet Zone,Supplemental,Yala,Cabbage,Badulla
93.0,60.0,82.0,25.5,906.7,6.83,76.8,Alluvial,Intermediate Zone,Irrigated,Maha,Maize,Puttalam
78.0,27.0,100.0,29.1,1312.6,5.58,58.1,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Brinjal (Eggplant),Jaffna
163.0,62.7,125.9,22.3,851.7,5.95,61.0,Mountain Regosol,Up Country Wet Zone,Irrigated,Yala,Cabbage,Badulla
81.0,34.0,98.0,29.1,1544.1,6.3,74.6,Sandy Loam,Low Country Wet Zone,Supplemental,Yala,Innala,Matara
104.0,65.0,111.0,20.4,1422.9,6.0,78.6,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Carrot,Nuwara Eliya
136.3,47.6,86.7,26.4,1365.3,5.8,71.6,Red-Yellow Podzolic,Dry Zone,Rainfed,Maha,Chilli,Anuradhapura
176.5,62.7,162.6,19.3,829.8,6.23,60.9,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Yala,Cabbage,Colombo
61.0,52.0,28.0,26.4,577.0,6.1,77.6,Sandy Loam,Low Country Wet Zone,Rainfed,Maha,Sorghum,Galle
81.0,47.0,32.0,27.8,751.8,6.9,74.1,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Ampara
101.0,28.0,82.0,30.5,1382.6,5.95,58.0,Loam,Dry Zone,Rainfed,Maha,Brinjal (Eggplant),Batticaloa
67.0,62.0,71.0,25.5,679.8,6.6,76.6,Loam,Intermediate Zone,Supplemental,Yala,Pumpkin,Nuwara Eliya
135.0,66.0,104.3,25.5,2498.5,6.36,87.6,Silt Loam,Low Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Galle
111.0,82.0,119.0,26.8,61.0,6.3,70.0,Sandy Loam,Intermediate Zone,Irrigated,Year-round,Pathola (Snake Gourd),Kandy
105.9,99.4,113.8,29.4,1139.9,5.89,68.8,Loam,Low Country Dry Zone,Irrigated,Year-round,Bitter Gourd,Vavuniya
77.2,78.0,91.7,33.0,712.9,6.8,54.5,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Trincomalee
37.0,52.0,27.0,30.0,642.2,7.0,62.6,Non-Calcic Brown Earth,Intermediate Zone,Supplemental,Maha,Mung Bean,Kandy
117.1,88.8,78.9,26.7,450.0,5.57,74.5,Alluvial,Dry Zone,Irrigated,Yala,Tomato,Jaffna
123.0,80.2,66.3,31.1,727.4,6.6,62.1,Non-Calcic Brown Earth,Dry Zone,Supplemental,Yala,Okra,Matale
131.0,92.0,67.0,26.1,688.2,7.1,61.8,Red-Brown Earth,Dry Zone,Irrigated,Maha,Big Onion,Polonnaruwa
41.0,83.0,66.0,21.9,2319.0,6.5,85.0,Loam,Up Country Wet Zone,Rainfed,Maha,Winged Bean (Dambala),Nuwara Eliya
93.0,67.0,71.0,27.9,708.7,6.9,73.2,Red Loam,Northern Dry Zone,Rainfed,Yala,Red Onion,Mannar
104.8,61.1,92.9,30.2,752.2,5.67,68.7,Alluvial Loam,Dry Zone,Irrigated,Maha,Capsicum,Trincomalee
84.2,43.5,143.5,17.2,1057.6,6.4,84.4,Sandy Loam,Up Country Intermediate Zone,Supplemental,Maha,Beetroot,Badulla
110.0,67.0,164.0,26.3,1058.8,6.1,73.9,Alluvial,Intermediate Zone,Irrigated,Yala,Carrot,Puttalam
134.5,61.9,104.1,28.3,1459.1,5.61,82.4,Sandy Loam,Low Country Intermediate Zone,Rainfed,Maha,Elabatu (Thai Eggplant),Puttalam
89.2,52.1,100.0,26.4,1197.3,6.25,73.1,Clay Loam,Low Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Kurunegala
180.0,87.0,130.0,17.1,1515.4,5.8,82.2,Loam,Up Country Wet Zone,Supplemental,Yala,Leeks,Badulla
194.0,92.0,134.0,17.2,1498.5,5.3,66.9,Silt Loam,Up Country Intermediate Zone,Irrigated,Yala,Leeks,Badulla
136.0,56.0,188.0,29.6,2473.6,6.8,78.2,Sandy Loam,Low Country Wet Zone,Rainfed,Year-round,Luffa,Ratnapura
72.0,35.0,33.0,26.5,491.4,6.4,56.8,Loam,Dry Zone,Rainfed,Maha,Sorghum,Kurunegala
131.0,69.0,105.0,31.7,750.4,7.3,66.5,Regosol,Dry Zone,Irrigated,Year-round,Carrot,Ampara
47.0,28.0,75.0,27.9,1141.0,5.0,66.0,Sandy Loam,Intermediate Zone,Rainfed,Maha,Cassava,Badulla
100.7,83.0,99.5,28.8,1127.4,6.7,60.3,Reddish-Brown Earth,Intermediate Zone,Supplemental,Maha,Tibbatu (Turkey Berry),Kurunegala
70.0,66.0,40.0,32.7,823.2,6.5,71.9,Red-Brown Earth,Dry Zone,Supplemental,Maha,Pumpkin,Batticaloa
107.4,73.9,74.7,31.4,1061.8,7.4,65.6,Reddish-Brown Earth,Dry Zone,Irrigated,Year-round,Tibbatu (Turkey Berry),Kilinochchi
55.0,42.0,132.0,28.7,529.8,6.7,59.8,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Hambantota
110.4,110.4,108.0,27.2,877.4,6.48,56.7,Sandy Loam,Dry Zone,Irrigated,Maha,Tomato,Kurunegala
114.7,93.3,80.4,27.5,866.5,5.44,69.1,Sandy Loam,Dry Zone,Irrigated,Maha,Tomato,Monaragala
168.0,106.0,104.7,30.8,1313.2,5.81,67.5,Red-Yellow Podzolic,Dry Zone,Irrigated,Yala,Kiri Ala,Jaffna
102.0,56.0,66.0,22.8,904.7,7.9,76.3,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Puttalam
150.0,56.0,59.0,29.7,664.8,6.3,71.2,Sandy Loam,Dry Zone,Irrigated,Maha,Sweet Corn,Ampara
150.0,111.0,104.2,27.5,1561.9,6.18,66.3,Loam,Intermediate Zone,Irrigated,Maha,Kiri Ala,Nuwara Eliya
70.0,55.0,79.0,25.7,410.6,6.8,76.4,Loam,Intermediate Zone,Supplemental,Yala,Pumpkin,Nuwara Eliya
123.0,69.0,133.0,26.1,874.8,6.2,68.8,Loam,Dry Zone,Irrigated,Maha,Sweet Corn,Hambantota
126.9,73.8,89.2,27.3,1874.0,6.29,92.1,Clay Loam,Low Country Wet Zone,Rainfed,Yala,Cauliflower (Gowa),Gampaha
128.1,64.4,77.9,26.4,2057.1,5.89,86.7,Light Loam,Mid Country Wet Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Ratnapura
90.0,44.0,153.0,27.3,1617.7,6.0,70.9,Sandy Loam,Low Country Intermediate Zone,Irrigated,Yala,Luffa,Kurunegala
75.0,42.0,27.0,26.9,558.4,7.0,58.7,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Jaffna
170.0,75.0,147.0,17.5,2184.3,5.3,82.7,Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Badulla
59.0,69.0,119.0,28.3,890.9,6.4,63.5,Alluvial,Dry Zone,Irrigated,Maha,Big Onion,Puttalam
111.0,40.0,105.0,33.5,693.3,6.9,60.9,Sandy Loam,Low Country Dry Zone,Irrigated,Maha,Luffa,Hambantota
29.0,58.0,43.0,25.2,553.4,6.8,58.8,Red-Yellow Latosol,Dry Zone,Rainfed,Maha,Pigeon Pea,Puttalam
37.0,28.5,46.0,32.4,717.5,6.7,55.8,Sandy Loam,Low Country Dry Zone,Irrigated,Maha,Cowpea,Trincomalee
101.0,83.0,94.0,23.8,1139.1,6.6,83.0,Red-Yellow Podzolic,Intermediate Zone,Rainfed,Maha,Radish,Puttalam
128.8,43.2,70.4,27.5,1066.7,6.3,71.9,Clay Loam,Dry Zone,Rainfed,Maha,Chilli,Batticaloa
81.2,55.7,150.2,19.8,2034.4,6.9,79.6,Sandy Loam,Up Country Wet Zone,Supplemental,Yala,Beetroot,Nuwara Eliya
47.0,33.0,140.0,26.3,1475.2,6.5,83.3,Reddish-Brown Earth,Intermediate Zone,Supplemental,Yala,Innala,Kandy
146.0,32.0,88.0,28.8,884.7,6.3,61.9,Loam,Dry Zone,Irrigated,Yala,Sweet Corn,Batticaloa
129.3,91.8,120.5,22.9,1404.6,5.67,77.5,Organic-Rich Loam,Mid Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Kandy
102.8,34.8,55.0,23.7,2459.3,7.0,83.1,Loam,Low Country Wet Zone,Irrigated,Maha,Chilli,Matara
60.0,38.0,35.0,28.9,494.1,6.4,72.2,Loam,Dry Zone,Rainfed,Maha,Sorghum,Mullaitivu
63.8,53.7,42.8,30.8,764.3,6.23,66.9,Alluvial,Dry Zone,Rainfed,Yala,Soybean,Kilinochchi
95.0,43.0,32.0,29.0,390.0,6.0,65.8,Sandy Loam,Dry Zone,Irrigated,Yala,Sorghum,Mullaitivu
45.0,93.0,51.0,29.0,2022.0,6.3,81.3,Clay Loam,Low Country Wet Zone,Irrigated,Year-round,Winged Bean (Dambala),Galle
162.3,53.8,113.4,18.4,873.5,6.63,69.4,Immature Brown Loam,Up Country Wet Zone,Irrigated,Yala,Cabbage,Badulla
109.0,68.0,67.0,23.3,2137.3,6.3,88.2,Red-Yellow Podzolic,Up Country Wet Zone,Supplemental,Year-round,Radish,Nuwara Eliya
18.0,32.0,47.0,27.7,821.2,6.6,61.6,Non-Calcic Brown Earth,Intermediate Zone,Irrigated,Yala,Mung Bean,Badulla
159.0,139.0,116.2,31.5,1175.2,6.11,62.5,Clay Loam,Dry Zone,Irrigated,Year-round,Kiri Ala,Anuradhapura
147.0,93.0,120.7,30.6,1402.1,5.71,66.7,Clay Loam,Dry Zone,Irrigated,Maha,Kiri Ala,Puttalam
107.0,71.0,94.0,25.5,1180.5,6.0,69.6,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Maha,Radish,Kandy
